ANNEE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIREE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Breton;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2009;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Bumpkin Island;;TournÈe des Trans;16/11/2011;Le Chabada;Angers;TournÈe des Trans;23/11/2011;Stereolux;Nantes;TournÈe des Trans;25/11/2011;Le Vip;Saint-Nazaire;;01/12/2011;La CitÈ;Rennes;;;;;France;;;;Saint-Brieuc;;;;2010;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Capacocha;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Pays-Bas;;;;;;;;2006;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Carbon Airways;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Besançon;;;;2010;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Cardopusher;;;03/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;Venezuela;Espagne;;;;Barcelone;;;2005;2005;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Childrum;;;02/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2010;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Christine;;TournÈe des Trans;18/11/2011;Le Coatelan;Morlaix;;01/12/2011;Le LibertÈ;Rennes;;;;;;;;;;;;;France;;;;Rouen;;;;2010;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Cie Engrenage - I Feel Good;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Colin Stetson;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Canada;;;;MontrÈal;;;;1994;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Dellarge;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;Mexico;;;;2002;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Dempster Highway;;;01/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;France;;;;Clermond-Ferrand;;;;2010;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Dissonant Nation;;;01/12/2011;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;2008;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;DJ Kosmo Pilot;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France;;;;Saint-Malo;;;;2009;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Don Rimini;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1998;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Epic Rain;;;03/12/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Islande;;;;Reykjavik;;;;2002;2005;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Compagnie Ethadam;l'Art'mur;KalÈidoscope;18/11/2011;Espace Bel-Air;Saint-Aubin-du-Cormier ;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Evening Hymns;;;02/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;Canada;;;;Toronto;;;;2005;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Factory Floor;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Fuel Fandango;;;02/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Espagne;;;;Cordoue;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Fukkk Offf;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;2006;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Galaxie;;;02/12/2011;Centre Culturel de Cesson SÈvignÈ;Cesson-SÈvignÈ;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;Canada ;;;;MontrÈal;;;;2001;2002;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Garciaphone;;;02/01/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;France;;;;Clermond-Ferrand;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Ghostpoet;;;03/01/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2009;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Giana Factory;;Focus EuropÈen;03/12/2011;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;Danemark;;;;;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Gloria Dave;;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2000;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Group Rhoda;;;01/12/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;San Francisco;;;;2009;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Guadalupe Plata;;Focus EuropÈen;03/12/2011;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;Espagne;;;;;;;;2006;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Haight-Ashbury;;;02/12/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Glasgow;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Hanni El Khatib;;ConfÈrence-concert du Jeu de l'ouïe;02/12/2011;Les Champs Libres;Rennes;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;Etats-Unis;;;;Los Angeles;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Hollie Cook;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2008;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Holloys;;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Los Angeles;;;;2005;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Hospital Ships;;;01/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;04/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;Etats-Unis;;;;Lawrence;;;;2007;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Huoratron;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Finlande;;;;Helsinki;;;;2002;2004;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Im Takt;;;03/12/2011;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Brest;;;;2009;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Isbells;;Focus EuropÈen;02/12/2011;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;;;;;2008;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Janice Graham Band;;;02/12/2011;Centre Culturel de Cesson SÈvignÈ;Cesson-SÈvignÈ;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Jesus Christ Fashion Barbe;;TournÈe des Trans;17/11/2011;Ubu;Rennes;TournÈe des Trans;24/11/2011;Le Cargö;Caen;;03/12/2011;Ubu;Rennes;;;;;;;;;France;;;;Caen;;;;2009;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Juveniles;;TournÈe des Trans;16/11/2011;Le Chabada;Angers;TournÈe des Trans;23/11/2011;Stereolux;Nantes;TournÈe des Trans;26/11/2011;Le Normandy;Saint-Lô;;02/12/2011;Ubu;Rennes;;;;;France;;;;Rennes;;;;2011;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Kakkmaddafakka;;;02/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Norvège;;;;Bergen;;;;2004;2006;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Kim Novak;;;03/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;France;;;;Caen;;;;2005;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Kütu Folk - The Band;;CrÈation;30/11/2011;Aire Libre;Saint-Jacques-de-la-Lande;CrÈation;01/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;CrÈation;02/11/2011;Aire Libre;Saint-Jacques-de-la-Lande;CrÈation;03/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;2006;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Les Spadassins;;TournÈe des Trans;17/11/2011;Ubu;Rennes;;01/12/2011;Ubu;Rennes;;;;;;;;;;;;;France;;;;Rennes;;;;2010;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Lewis Floyd Henry;;;01/12/2011;LibertÈ Bas;Rennes;Les Trans dans les Prisons;03/12/2011;Centre PÈnitentiaire des Hommes;Vezin-Le-Coquet;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2007;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Luz;;;02/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;;;;;2003;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Magnifico;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;SlovÈnie;;;;Ljubljana;;;;1993;1993;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Maylee Todd;;;02/12/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Canada;;;;Toronto;;;;2005;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Mein Sohn William;;KalÈidoscope;10/11/2011;ThÈâtre de Poche;HÈdÈ;TournÈe des trans;24/11/2011;Le Cargö;Caen;TournÈe des Trans;25/11/2011;Le Vip;Saint-Nazaire;;03/12/2011;Ubu;Rennes;;;;;France;;;;Rennes;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Mexican Institute Of Sound;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;;;;;2002;2002;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Michael Kiwanuka;;;01/12/2011;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Ouganda;Royaume-Uni;;;;;;;2009;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Monkey & Bear;;KalÈidoscope;18/11/2011;L'Omnibus;Saint-Malo;TournÈe des Trans;25/11/2011;L'Echonova;Saint-AvÈ;;01/12/2011;Ubu;Rennes;;;;;;;;;France;;;;Rennes;;;;2010;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Moss;;Focus EuropÈen;02/12/2011;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;Pays-Bas;;;;;;;;2006;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Motor City Drum Ensemble;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;2001;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Nekochan;;;02/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;2006;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Nguzunguzu;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Los Angeles;;;;2007;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Niveau Zero;;;02/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2006;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Numeric Ravers;;TournÈe des Trans;18/11/2011;Le Coatelan;Morlaix;;03/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;France;;;;;;;;2011;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Orchestra Of Spheres;;ConfÈrence-concert du Jeu de l'ouïe;01/02/2011;Les Champs Libres;Rennes;;02/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;Nouvelle-ZÈlande;;;;Wellington;;;;2009;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Pockemon Crew;;Danse Hip-Hop;02/12/2011;Le Triangle;Rennes;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Rhum For Pauline;;TournÈe des Trans;23/11/2011;Stereolux;Nantes;KalÈidoscope;26/11/2011;Centre Culturel Jovence;LouvignÈ-du-DÈsert;;01/12/2011;Ubu;Rennes;;;;;;;;;France;;;;Nantes;;;;2009;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Rivoli;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2011;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Robin Foster;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;France;;;;Brest;;;2006;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Saidah Baba Talibah;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Canada;;;;Toronto;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Sallie Ford & The Sound Outside;;;02/12/2011;La CitÈ;Rennes;ConfÈrence-concert du Jeu de l'ouïe;03/12/2011;Les Champs Libres;Rennes;;;;;;;;;;;;;Etats-Unis;;;;Portland;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;SBTRKT;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Senior Picante;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;Mexico;;;;2002;;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Shabazz Palaces;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Seattle;;;;2009;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Shiko Shiko;;;02/12/2011;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Lille;;;;2008;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Silverio;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;;;;;2001;2002;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Soso;;;03/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;04/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;Canada;;;;Saskatoon;;;;1999;2000;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Souleance;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Spank Rock;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Baltimore;;;;2004;2005;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Splash Wave;;KalÈidoscope;12/11/2011;Centre Culturel de l'Ecusson;Josselin;TournÈe des Trans;24/11/2011;Le Cargö;Caen;TournÈe des Trans;25/11/2011;L'Echonova;Saint-AvÈ;;02/12/2011;Ubu;Rennes;;;;;France;;;;Rennes;;;;2008;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Spoek Mathambo;;;03/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Afrique du Sud;;;;Johannesbourg;;;;2003;2010;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;St Augustine;;;30/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;01/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;France;;;;Clermond-Ferrand;;;;2005;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Stuck in The Sound;;;02/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2002;2004;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Suckafish P. Jones;;;03/12/2011;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;Australie;;;;Brisbane;;;;2005;2008;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Todd terje;;;02/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Norvège;;;;;;;;2001;2004;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Totally Enormous Extinct Dinosaurs;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Oxford;;;;2007;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;The Delano Orchestra;;;30/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;03/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;France;;;;Clermond-Ferrand;;;;2005;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Vinnie Who;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Danemark ;;;;Copenhague;;;;2006;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;We Are Standard;;;01/12/2011;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Espagne;;;;Bilbao;;;;2006;2009;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Wilkimix;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;;;;;2000;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Wolf People;;;03/12/2011;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2006;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Wonderboy;;KalÈidoscope;12/11/2011;Centre Culturel de l'Ecusson;Josselin;KalÈidoscope;18/11/2011;L'Omnibus;Saint-Malo;KalÈidoscope;26/11/2011;Centre Culturel Jovence;LouvignÈ-du-DÈsert;;02/12/2011;Ubu;Rennes;;;;;France;;;;Rennes;;;;2007;2011;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Za!;;;02/12/2011;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;Clermond-Ferrand;;;;2003;2006;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Zak Laughed;;;30/12/2011;Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;Espagne;;;;Barcelone;;;;2007;2007;;;;;;
2011;33èmes Rencontres Trans Musicales de Rennes;Zomby;;;03/12/2011;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2006;2007;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;A-Trak;;;11/12/2010;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Canada;;;;MontrÈal;;;;1997;1999;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;AD…;;TournÈe des Trans;19/11/2010;L'Excelsior;Allonnes;TournÈe des Trans;01/12/2010;Le Chabada;Angers;TournÈe des Trans;03/12/2010;La Luciole;Alençon;;10/12/2010;L'Etage;Rennes;;;;;France;;;;Rennes;;;;2008;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Alec Metric (Live);;;10/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;2005;2005;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Audrey Katz;;;09/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2007;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Ava Luna;;;11/12/2010;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;;;;;2006;2007;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Batida;;;11/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Portugal;Angola;;;;;;;2008;2009;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Beataucue;;;25/11/2010;Ubu;Rennes;;09/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;France;;;;;;;;2009;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Belone;;KalÈidoscope;27/11/2010;Centre Culturel Jovence;LouvignÈ-du-DÈsert;Focus;10/12/2010;Le 4 Bis;Rennes;;11/12/2010;La CitÈ;Rennes;;;;;;;;;France;;;;Saint-Lô;;;;2005;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Blitz The Ambassador;;ConfÈrence-concert du Jeu de l'ouïe;10/12/2010;Les Champs Libres;Rennes;;11/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;2000;2007;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Bomba Estereo;;;11/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Colombie;;;;Bogota;;;;2005;2006;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Bros Before Hoes;;;09/12/2010;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2008;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Compagnie Cool Spirit;;Danse Hip-Hop;10/12/2010;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Compagnie Zahrat & Top 9;;Danse Hip-Hop;10/12/2010;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Concrete Knives;;KalÈidoscope;26/11/2010;L'Omnibus;Saint-Malo;KalÈidoscope;26/10/2010;Espace Bel-Air;Saint-Aubin-du-Cormier;;10/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;France;;;;Flers;;;;2007;2008;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Connan Mockasin;;;10/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Nouvelle-ZÈlande;Royaume-Uni;;;;;;;2004;2004;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Crocodiles;;;11/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;San Diego;;;;2008;2008;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Dengue Fever;;;10/12/2010;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Cambodge;Etats-Unis;;;;;;;2001;2003;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Ced;;;11/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1994;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;10/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Belgique;;;;;;;;1994;1994;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Mpula;;;11/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Portugal;Angola;;;Lisbonne;;;;2007;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Ordoeuvre;;;10/12/2010;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;DÈbut des annÈes 2000;2009;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Psyche;;;11/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2008;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Sambal;;;10/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2005;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Djak;;TournÈe des Trans;24/11/2010;Nouvel Atrium;Saint-Avertin;Focus;10/12/2010;Le 4 Bis;Rennes;;;;;;;;;;;;;France;;;;Angers;;;;2007;2008;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Dominic Young Unique;;;11/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;Royaume-Uni;;;;;;;2008;2009;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Donso;;;09/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Mali;France;;;;;;;2004;2007;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Eat My Beat Mr Lenski;;;10/12/2010;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Russie;;;;;;;;2008;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Eat Your Toys;;TournÈe des Trans;19/11/2010;L'Excelsior;Allonnes;TournÈe des Trans;20/11/2010;Run Ar Puns;Châteaulin;TournÈe des Trans;04/12/2010;Le Normandy;Saint-Lô;;09/12/2010;L'Etage;Rennes;;;;;France;;;;Rennes;;;;2007;2010;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Egyptian Hip Hop;;;09/12/2010;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;2008;2010;;;;;;
